"","Doc.id","text"
"57",57,"Samsung Galaxy J7 vs Gionee Ctrl V4s : Comparison of Features and Specification
New Delhi,   Tue, 07 Jul 2015 NI Wire
Samsung Galaxy J7 is the smartphone from Samsung with 5.5 inches screen and the resolution of the screen is 720 x 1280 pixels pixels. Phone was announced in Exp. announcement 2015, Q2.
Gionee Ctrl V4s is the smartphone from Gionee with 4.5 inches  screen and the resolution of the screen is 480 x 854 pixels pixels. Phone was announced in 2014.
Here we are taking about comparison of the features and specification of the devices Samsung Galaxy J7 and Gionee Ctrl V4s. Samsung Galaxy J7 device comes with Li-Ion 3000 mAh  battery. This phone is powered with Octa-core 1.2 GHz processor which gives maximum performance. While Gionee Ctrl V4s device comes with Li-Ion 1800 mAh  battery. This device is powered with Quad-core 1.3 GHz Cortex-A7 processor which gives maximum performance.
Samsung Galaxy J7 phone comes with 4/8 GB, 1.5 GB RAM and it provide support for microSD, up to 64 GB.
Gionee Ctrl V4s phone comes with 8 GB, 1 GB RAM and it provide support for microSD, up to 32 GB.
The primary camera of Samsung Galaxy J7 is 13 MP and the specification of the primary camera is Geo-tagging, touch focus, face detection.
Samsung Galaxy J7 phone comes with a front camera and its specification is:  5 MP.
The primary camera of Gionee Ctrl V4s is 8 MP and the specification of the primary camera is Geo-tagging, touch focus, face/smile detection, panorama.
Gionee Ctrl V4s phone comes with a front camera and its specification is:  2 MP.
Main Features comparison of the devices  Samsung Galaxy J7 and Gionee Ctrl V4s.
Touch
Samsung Galaxy J7 provide the support for multi-touch and the screen comes with 720 x 1280 pixels (Approximately 267 ppi pixel density) resolution.
Gionee Ctrl V4s provide the support for multi-touch and the screen comes with 480 x 854 pixels (Approximately 218 ppi pixel density) resolution.
Battery
Battery of the Samsung Galaxy J7 is  Li-Ion 3000 mAh.
Battery of the Gionee Ctrl V4s is  Li-Ion 1800 mAh.
Display
Display size of the Samsung Galaxy J7 is 5.5 inches and display resolution is 720 x 1280 pixels pixels.
Display size of the Gionee Ctrl V4s is 4.5 inches  and display resolution is 480 x 854 pixels pixels.
OS
The mobile device Samsung Galaxy J7  runs on Android OS, v5.1 (Lollipop). Whereas Gionee Ctrl V4s  runs on Android OS, v4.4.2 (KitKat).
Processor
Samsung Galaxy J7 is powered with Octa-core 1.2 GHz processor. Whereas Gionee Ctrl V4s comes with Quad-core 1.3 GHz Cortex-A7 processor.
Storage
Samsung Galaxy J7 device comes with the 4/8 GB storage supported model(s).
Gionee Ctrl V4s device comes with the 8 GB storage supported model(s).
Camera
Samsung Galaxy J7 comes with Primary camera is of 13 MP and the second camera is of 5 MP.
Primary camera is of 8 MP and the second camera is of 2 MP in the device Gionee Ctrl V4s.
"
"58",58,"Samsung Galaxy J7 in India con Exynos 7580 al posto di S615
17 Luglio 2015 11
Scheda Tecnica
Nella giornata di ieri, Samsung ha ufficializzato i due nuovi device della serie J, Galaxy J5 e Galaxy J7 , anche in India, a distanza di circa un mese dalla Cina . Si è scoperto che il più largo Galaxy J7 monta un SoC diverso da quello della variante cinese, un Exynos 7580 al posto dello Snapdragon 615 di Qualcomm.
A livello tecnico i due chip non differiscono moltissimo: entrambi sono octa-core, e sfruttano l'architettura Cortex-A53 di ARM. La GPU è invece diversa, naturalmente: Adreno 405 per Qualcomm, ARM Mali-T720 MP2 per Exynos.
Nonostante la somiglianza, abbiamo avuto modo di vedere nei benchmark di Galaxy S5 Neo come la soluzione di Samsung riesca a battere agevolmente Qualcomm sia nei test single-core che in quelli multi-core | I primi benchmark di Galaxy S5 Neo mostrano risultati interessanti per Exynos 7580 |. C'è da dire che i benchmark facevano riferimento a un processore con clock di 1.60 GHz, mentre nel caso di Galaxy J7 ci si ferma a 1.5 GHz.
Difficile stabilire quale versione arriverà in Europa, anche se visti i precedenti è più facile ipotizzare quella con Snapdragon. Il resto delle caratteristiche è invariato.
"
"59",59,"Huawei MediaPad T1 10 vs Samsung Galaxy J7 : Comparison of Features and Specification
New Delhi,   Fri, 03 Jul 2015 NI Wire
Huawei MediaPad T1 10 is the smartphone from  with 9.6 inches  screen and the resolution of the screen is 800 x 1280 pixels pixels. Phone was announced in 2015, March.
Samsung Galaxy J7 is the smartphone from Samsung with 5.5 inches screen and the resolution of the screen is 720 x 1280 pixels pixels. Phone was announced in Exp. announcement 2015, Q2.
Here we are taking about comparison of the features and specification of the devices Huawei MediaPad T1 10 and Samsung Galaxy J7. Huawei MediaPad T1 10 device comes with Non-removable Li-Po 4800 mAh  battery. This phone is powered with Quad-core 1.2 GHz Cortex-A53 processor which gives maximum performance. While Samsung Galaxy J7 device comes with Li-Ion 3000 mAh  battery. This device is powered with Octa-core 1.2 GHz processor which gives maximum performance.
Huawei MediaPad T1 10 phone comes with 8 GB, 1 GB RAM and it provide support for microSD, up to 32 GB.
Samsung Galaxy J7 phone comes with 4/8 GB, 1.5 GB RAM and it provide support for microSD, up to 64 GB.
The primary camera of Huawei MediaPad T1 10 is 5 MP and the specification of the primary camera is Yes.
Huawei MediaPad T1 10 phone comes with a front camera and its specification is:  2 MP.
The primary camera of Samsung Galaxy J7 is 13 MP and the specification of the primary camera is Geo-tagging, touch focus, face detection.
Samsung Galaxy J7 phone comes with a front camera and its specification is:  5 MP.
Main Features comparison of the devices  Huawei MediaPad T1 10 and Samsung Galaxy J7.
Touch
Huawei MediaPad T1 10 provide the support for multi-touch and the screen comes with 800 x 1280 pixels resolution.
Samsung Galaxy J7 provide the support for multi-touch and the screen comes with 720 x 1280 pixels (Approximately 267 ppi pixel density) resolution.
Battery
Battery of the Huawei MediaPad T1 10 is  Non-removable Li-Po 4800 mAh.
Battery of the Samsung Galaxy J7 is  Li-Ion 3000 mAh.
Display
Display size of the Huawei MediaPad T1 10 is 9.6 inches  and display resolution is 800 x 1280 pixels pixels.
Display size of the Samsung Galaxy J7 is 5.5 inches and display resolution is 720 x 1280 pixels pixels.
OS
The mobile device Huawei MediaPad T1 10  runs on Android OS, v4.4.4 (KitKat). Whereas Samsung Galaxy J7  runs on Android OS, v5.1 (Lollipop).
Processor
Huawei MediaPad T1 10 is powered with Quad-core 1.2 GHz Cortex-A53 processor. Whereas Samsung Galaxy J7 comes with Octa-core 1.2 GHz processor.
Storage
Huawei MediaPad T1 10 device comes with the 8 GB storage supported model(s).
Samsung Galaxy J7 device comes with the 4/8 GB storage supported model(s).
Camera
Huawei MediaPad T1 10 comes with Primary camera is of 5 MP and the second camera is of 2 MP.
Primary camera is of 13 MP and the second camera is of 5 MP in the device Samsung Galaxy J7.
"
"60",60,"Alcatel Hero 2 vs Samsung Galaxy J7 : Comparison of Features and Specification
New Delhi,   Sun, 12 Jul 2015 NI Wire
Alcatel Hero 2 is the smartphone from Alcatel with 6.0 inches  screen and the resolution of the screen is 1080 x 1920 pixels pixels. Phone was announced in 2014, September. Screen of the phone comes with Dragontrail glass, oleophobic coating protection.
Samsung Galaxy J7 is the smartphone from Samsung with 5.5 inches screen and the resolution of the screen is 720 x 1280 pixels pixels. Phone was announced in Exp. announcement 2015, Q2.
Here we are taking about comparison of the features and specification of the devices Alcatel Hero 2 and Samsung Galaxy J7. Alcatel Hero 2 device comes with Non-removable Li-Ion 3100 mAh  battery. This phone is powered with Octa-core 2.0 GHz Cortex-A7 processor which gives maximum performance. While Samsung Galaxy J7 device comes with Li-Ion 3000 mAh  battery. This device is powered with Octa-core 1.2 GHz processor which gives maximum performance.
Alcatel Hero 2 phone comes with 16 GB (12.9 GB user available), 2 GB RAM and it provide support for microSD, up to 32 GB.
Samsung Galaxy J7 phone comes with 4/8 GB, 1.5 GB RAM and it provide support for microSD, up to 64 GB.
The primary camera of Alcatel Hero 2 is 13.1 MP and the specification of the primary camera is Geo-tagging, touch focus, face/smile detection, HDR, panorama.
Alcatel Hero 2 phone comes with a front camera and its specification is:  5 MP, 1080p.
The primary camera of Samsung Galaxy J7 is 13 MP and the specification of the primary camera is Geo-tagging, touch focus, face detection.
Samsung Galaxy J7 phone comes with a front camera and its specification is:  5 MP.
Main Features comparison of the devices  Alcatel Hero 2 and Samsung Galaxy J7.
Touch
Alcatel Hero 2 provide the support for multi-touch and the screen comes with 1080 x 1920 pixels (Approximately 367 ppi pixel density) resolution.
Samsung Galaxy J7 provide the support for multi-touch and the screen comes with 720 x 1280 pixels (Approximately 267 ppi pixel density) resolution.
Battery
Battery of the Alcatel Hero 2 is  Non-removable Li-Ion 3100 mAh.
Battery of the Samsung Galaxy J7 is  Li-Ion 3000 mAh.
Display
Display size of the Alcatel Hero 2 is 6.0 inches  and display resolution is 1080 x 1920 pixels pixels.
Display size of the Samsung Galaxy J7 is 5.5 inches and display resolution is 720 x 1280 pixels pixels.
OS
The mobile device Alcatel Hero 2  runs on Android OS, v4.4.2 (KitKat). Whereas Samsung Galaxy J7  runs on Android OS, v5.1 (Lollipop).
Processor
Alcatel Hero 2 is powered with Octa-core 2.0 GHz Cortex-A7 processor. Whereas Samsung Galaxy J7 comes with Octa-core 1.2 GHz processor.
Storage
Alcatel Hero 2 device comes with the 16 GB  storage supported model(s).
Samsung Galaxy J7 device comes with the 4/8 GB storage supported model(s).
Camera
Alcatel Hero 2 comes with Primary camera is of 13.1 MP and the second camera is of 5 MP.
Primary camera is of 13 MP and the second camera is of 5 MP in the device Samsung Galaxy J7.
"
"61",61,"BlackBerry Classic Non Camera vs Samsung Galaxy J7 : Comparison of Features and Specification
New Delhi,   Sat, 04 Jul 2015 NI Wire
BlackBerry Classic Non Camera is the smartphone from Blackberry with 3.5 inches  screen and the resolution of the screen is 720 x 720 pixels pixels. Phone was announced in 2015, February. Screen of the phone comes with Corning Gorilla Glass 3 protection.
Samsung Galaxy J7 is the smartphone from Samsung with 5.5 inches screen and the resolution of the screen is 720 x 1280 pixels pixels. Phone was announced in Exp. announcement 2015, Q2.
Here we are taking about comparison of the features and specification of the devices BlackBerry Classic Non Camera and Samsung Galaxy J7. BlackBerry Classic Non Camera device comes with Non-removable Li-Ion 2500 mAh  battery. This phone is powered with Dual-core 1.5 GHz Krait processor which gives maximum performance. While Samsung Galaxy J7 device comes with Li-Ion 3000 mAh  battery. This device is powered with Octa-core 1.2 GHz processor which gives maximum performance.
BlackBerry Classic Non Camera phone comes with 16 GB, 2 GB RAM and it provide support for microSD, up to 128 GB.
Samsung Galaxy J7 phone comes with 4/8 GB, 1.5 GB RAM and it provide support for microSD, up to 64 GB.
The primary camera of BlackBerry Classic Non Camera is  and the specification of the primary camera is .
The primary camera of Samsung Galaxy J7 is 13 MP and the specification of the primary camera is Geo-tagging, touch focus, face detection.
Samsung Galaxy J7 phone comes with a front camera and its specification is:  5 MP.
Main Features comparison of the devices  BlackBerry Classic Non Camera and Samsung Galaxy J7.
Touch
BlackBerry Classic Non Camera provide the support for multi-touch and the screen comes with 720 x 720 pixels (Approximately 291 ppi pixel density) resolution.
Samsung Galaxy J7 provide the support for multi-touch and the screen comes with 720 x 1280 pixels (Approximately 267 ppi pixel density) resolution.
Battery
Battery of the BlackBerry Classic Non Camera is  Non-removable Li-Ion 2500 mAh.
Battery of the Samsung Galaxy J7 is  Li-Ion 3000 mAh.
Display
Display size of the BlackBerry Classic Non Camera is 3.5 inches  and display resolution is 720 x 720 pixels pixels.
Display size of the Samsung Galaxy J7 is 5.5 inches and display resolution is 720 x 1280 pixels pixels.
OS
The mobile device BlackBerry Classic Non Camera  runs on BlackBerry OS 10.3.1. Whereas Samsung Galaxy J7  runs on Android OS, v5.1 (Lollipop).
Processor
BlackBerry Classic Non Camera is powered with Dual-core 1.5 GHz Krait processor. Whereas Samsung Galaxy J7 comes with Octa-core 1.2 GHz processor.
Storage
BlackBerry Classic Non Camera device comes with the 16 GB storage supported model(s).
Samsung Galaxy J7 device comes with the 4/8 GB storage supported model(s).
Camera
There is no Camera in BlackBerry Classic Non Camera.
Primary camera is of 13 MP and the second camera is of 5 MP in the device Samsung Galaxy J7.
"
"62",62,"Smartphone war: Samsung to launch 10 devices in the next quarter in Rs 9,000-18,000 segment
Writankar Mukherjee, ET Bureau Jun 25, 2015, 10.36AM IST
(Samsung Electronics Company.)
KOLKATA: Samsung Electronics Company, the world's biggest seller of smartphones, is planning its biggest blitzkrieg of launches in India in the next quarter in a bid to fend off local and Chinese rivals in the mid-segment category.
The South Korean company will introduce 10 smartphones in the July-September quarter in theRs 9,000 to Rs 18,000 segment, where it is embroiled in a fierce battle for market share with Micromax Informatics, Lenovo-Motorola and Xiaomi. According to some research companies, the rivalry led to a drop in Samsung's market share in the high-stakes mid-segment in 2014.
Over the past few quarters, Samsung has launched mostly variants of older models such as Galaxy Grand and Galaxy Core in this segment, which have failed to stand up to competition. The new strategy is championed by Samsung India president HyunChil Hong, who took over in December. Smartphones account for 70% of the company's revenue in India.
This will be Samsung's largest rollout of unique models in India, according to three senior trade executives, who have been informed about the latest move by company officials and distributors.
""We do not comment on market speculation,"" a Samsung India spokesperson said in response to an email sent by ET. ""However, Samsung is committed to the Indian market and will continue to cater to the needs of consumers with innovative products and technology.""
Most of the new models will be introduced under a sub-brand called the J series and the 4G-compliant handsets will be made in India. Two models, Galaxy J7 and J5, are expected to be the first to hit store shelves early next month.
""After beating Apple in the premium smartphone segment last quarter, Samsung is now looking at extending its lead in the overall market by filling the gap with a new line-up in the Rs 9,000-18,000 segment and would spend hugely on promotions,"" the CEO of a leading electronics retail chain said, asking not to be identified.
The Korean giant will also launch its next flagship model, the Galaxy Note 5, in India in September, ahead of Apple's traditional iPhone launch and in time for the festive season.
The mid-segment accounts for 30% of smartphone sales by volume in India and is second only to the entry-level category, which has 35% of sales, according to Hong Kong-based Counterpoint Technology Market Research. TheRs 9,000-18,000 segment is the fastest growing and expected to become the largest in the next two quarters.
Samsung has strongly contested data by market trackers Canalys, based in the UK, and CMR India, which show that the Korean company lost ground in this category to Gurgaon-based Micromax.
Samsung's share in the Indian smartphone market fell from 43.2% to 23.7% in 2014 as Micromax, Karbonn and Intex gained, according to CMR India data. However, in the January-March quarter, Samsung bounced back with a 27.9% share after boosting its presence in the entry and premium segments, while Micromax was second with 16.2%, CMR India said. Analysts and retailers said the two smartphone makers are in close competition with each other and Chinese brands.
Samsung positions its smartphones more on overall experience, while its Indian and Chinese rivals highlight features such as 4G connectivity, battery capacity and screen resolution to grab the attention of consumers, according to Tarun Pathak, a senior analyst at Counterpoint. ""Chinese and Indian brands have a faster time to market than Samsung, which allows them to adapt faster.
However, Samsung still has one of the most robust distribution reaches in India compared to any other vendor, but it needs to have a faster time to market along with aggressive presence in online channels, which it seems to be doing now,"" Pathak said.
FEATURED ARTICLES
"
"63",63,"Samsung introduces 4G smartphone Galaxy J2 at Rs 8,490
Samsung introduces 4G smartphone Galaxy J2 at Rs 8,490
21
13 Sep 2015 , 09:22
Samsung has unveiled its most affordable 4G handset at Rs 8,490 with new ultra data saving facility, keeping Indian customers in mind.
""The Galaxy J2 is an affordable 4G handset which has, for the first time, an ultra data saving mode. This is the first handset from Samsung with the new data saving facility developed in India,"" Samsung India director mobile business Manu Sharma said.
""We feel India is ready for 4G. It is our focus and is critical for Samsung,"" he added.
Samsung has launched 17 4G enabled handsets so far out of the total 37 running models from its stable.
Sharma said all future budget smartphone handsets will have UDS.
Claiming that the company commands 40 per cent marketshare in smartphones, Sharma said, ""We are also leaders in 4G market,"" without sharing the details.
PTI
"
"64",64,"Samsung Galaxy J7 vs Lava Iris 460 : Comparison of Features and Specification
New Delhi,   Mon, 06 Jul 2015 NI Wire
Samsung Galaxy J7 is the smartphone from Samsung with 5.5 inches screen and the resolution of the screen is 720 x 1280 pixels pixels. Phone was announced in Exp. announcement 2015, Q2.
Lava Iris 460 is the smartphone from Lava with 4.5 inches  screen and the resolution of the screen is 480 x 854 pixels pixels. Phone was announced in 2014, August.
Here we are taking about comparison of the features and specification of the devices Samsung Galaxy J7 and Lava Iris 460. Samsung Galaxy J7 device comes with Li-Ion 3000 mAh  battery. This phone is powered with Octa-core 1.2 GHz processor which gives maximum performance. While Lava Iris 460 device comes with Li-Ion 1650 mAh  battery. This device is powered with Dual-core 1.3 GHz processor which gives maximum performance.
Samsung Galaxy J7 phone comes with 4/8 GB, 1.5 GB RAM and it provide support for microSD, up to 64 GB.
Lava Iris 460 phone comes with 8 GB, 1 GB RAM and it provide support for microSD, up to 32 GB.
The primary camera of Samsung Galaxy J7 is 13 MP and the specification of the primary camera is Geo-tagging, touch focus, face detection.
Samsung Galaxy J7 phone comes with a front camera and its specification is:  5 MP.
The primary camera of Lava Iris 460 is 5 MP and the specification of the primary camera is Geo-tagging, panorama, HDR.
Lava Iris 460 phone comes with a front camera and its specification is:  VGA.
Main Features comparison of the devices  Samsung Galaxy J7 and Lava Iris 460.
Touch
Samsung Galaxy J7 provide the support for multi-touch and the screen comes with 720 x 1280 pixels (Approximately 267 ppi pixel density) resolution.
Lava Iris 460 provide the support for multi-touch and the screen comes with 480 x 854 pixels (Approximately 218 ppi pixel density) resolution.
Battery
Battery of the Samsung Galaxy J7 is  Li-Ion 3000 mAh.
Battery of the Lava Iris 460 is  Li-Ion 1650 mAh.
Display
Display size of the Samsung Galaxy J7 is 5.5 inches and display resolution is 720 x 1280 pixels pixels.
Display size of the Lava Iris 460 is 4.5 inches  and display resolution is 480 x 854 pixels pixels.
OS
The mobile device Samsung Galaxy J7  runs on Android OS, v5.1 (Lollipop). Whereas Lava Iris 460  runs on Android OS, v4.4.2 (KitKat).
Processor
Samsung Galaxy J7 is powered with Octa-core 1.2 GHz processor. Whereas Lava Iris 460 comes with Dual-core 1.3 GHz processor.
Storage
Samsung Galaxy J7 device comes with the 4/8 GB storage supported model(s).
Lava Iris 460 device comes with the 8 GB storage supported model(s).
Camera
Samsung Galaxy J7 comes with Primary camera is of 13 MP and the second camera is of 5 MP.
Primary camera is of 5 MP and the second camera is of VGA in the device Lava Iris 460.
"
"65",65,"Microsoft Lumia 535 Dual SIM vs Samsung Galaxy J7 : Comparison of Features and Specification
New Delhi,   Fri, 10 Jul 2015 NI Wire
Microsoft Lumia 535 Dual SIM is the smartphone from Microsoft with 5.0 inches  screen and the resolution of the screen is 540 x 960 pixels pixels. Phone was announced in 2014, November. Screen of the phone comes with Corning Gorilla Glass 3 protection.
Samsung Galaxy J7 is the smartphone from Samsung with 5.5 inches screen and the resolution of the screen is 720 x 1280 pixels pixels. Phone was announced in Exp. announcement 2015, Q2.
Here we are taking about comparison of the features and specification of the devices Microsoft Lumia 535 Dual SIM and Samsung Galaxy J7. Microsoft Lumia 535 Dual SIM device comes with Li-Ion 1905 mAh  (BL-L4A) battery. This phone is powered with Quad-core 1.2 GHz Cortex-A7 processor which gives maximum performance. While Samsung Galaxy J7 device comes with Li-Ion 3000 mAh  battery. This device is powered with Octa-core 1.2 GHz processor which gives maximum performance.
Microsoft Lumia 535 Dual SIM phone comes with 8 GB, 1 GB RAM and it provide support for microSD, up to 128 GB.
Samsung Galaxy J7 phone comes with 4/8 GB, 1.5 GB RAM and it provide support for microSD, up to 64 GB.
The primary camera of Microsoft Lumia 535 Dual SIM is 5 MP and the specification of the primary camera is 1/4'' sensor size, geo-tagging.
Microsoft Lumia 535 Dual SIM phone comes with a front camera and its specification is:  5 MP.
The primary camera of Samsung Galaxy J7 is 13 MP and the specification of the primary camera is Geo-tagging, touch focus, face detection.
Samsung Galaxy J7 phone comes with a front camera and its specification is:  5 MP.
Main Features comparison of the devices  Microsoft Lumia 535 Dual SIM and Samsung Galaxy J7.
Touch
Microsoft Lumia 535 Dual SIM provide the support for multi-touch and the screen comes with 540 x 960 pixels (Approximately 220 ppi pixel density) resolution.
Samsung Galaxy J7 provide the support for multi-touch and the screen comes with 720 x 1280 pixels (Approximately 267 ppi pixel density) resolution.
Battery
Battery of the Microsoft Lumia 535 Dual SIM is  Li-Ion 1905 mAh  (BL-L4A).
Battery of the Samsung Galaxy J7 is  Li-Ion 3000 mAh.
Display
Display size of the Microsoft Lumia 535 Dual SIM is 5.0 inches  and display resolution is 540 x 960 pixels pixels.
Display size of the Samsung Galaxy J7 is 5.5 inches and display resolution is 720 x 1280 pixels pixels.
OS
The mobile device Microsoft Lumia 535 Dual SIM  runs on Microsoft Windows Phone 8.1. Whereas Samsung Galaxy J7  runs on Android OS, v5.1 (Lollipop).
Processor
Microsoft Lumia 535 Dual SIM is powered with Quad-core 1.2 GHz Cortex-A7 processor. Whereas Samsung Galaxy J7 comes with Octa-core 1.2 GHz processor.
Storage
Microsoft Lumia 535 Dual SIM device comes with the 8 GB storage supported model(s).
Samsung Galaxy J7 device comes with the 4/8 GB storage supported model(s).
Camera
Microsoft Lumia 535 Dual SIM comes with Primary camera is of 5 MP and the second camera is of 5 MP.
Primary camera is of 13 MP and the second camera is of 5 MP in the device Samsung Galaxy J7.
"
"66",66,"Posted By: Arash Fekri Posted date:
September 18, 2015
In: Technology
Page 1 of 21 2 »
Samsung has launched the Galaxy J7 and the Galaxy J5 in June as a bold attempt of the Korean tech giant to regain its market share in the mid-range smartphone market that it once held firmly well.
Just like its grasp on the high-end smartphone market not too long ago, Samsung eventually lost it with its own doing when it released the Samsung Galaxy S5 in March last year with hardly any major improvement from its high-end flagship smartphone of 2013, the Samsung Galaxy S4.
As a result, the Apple iPhone 6 and iPhone 6 Plus swallowed the Samsung Galaxy S5 in whole not to mention a significant portion of the Korean tech giant's high-end smartphone market share.
But Samsung bounced back this year big time with the launching of the Galaxy S6 and the Galaxy S6 Edge to redeem itself and eventually recover lost ground, and more importantly, its market share in the high-end smartphone market.
The Korean tech giant did great in making that huge turnaround with the Galaxy S6 and the Galaxy S6 Edge. Three months later, Samsung wanted to do the same in the mid-range smartphone market, thus launching the Galaxy J7 and the Galaxy J5.
Same bland design
While Samsung has promised a complete makeover of its entire smartphone lineup this year, the Galaxy J7 and the Galaxy J5 actually came out with the same bland designs of the previous Samsung mid-range handsets.
Compared for example with the Huawei P8lite, the Galaxy S7 actually struggles to even deserve a second look, notes Neurogadget.
The Chinese smartphone maker has obviously come out with a beautiful-looking smartphone for the mid-range market, which many critics believe as the hands down title contender for the best designed mid-range smartphone of 2015.
What the Samsung Galaxy J7 lack in design and aesthetics, however, it actually made up for it with features that the Korean tech giant has been known to deliver on its mobile devices.
Both the Galaxy J7 and the Galaxy J5 look more like every other Galaxy smartphones in the market. They both feature anodized bodies, shiny, cheap-looking faux-metal side bezels, and the same monotonous overall design profile.
The Samsung Galaxy J7 actually looks a lot like the Samsung Galaxy Mega 6.3 launched in 2013, whose problem then was being too slippery to grasp on the hands.
A response to the mid-range smartphone leaders
The Samsung Galaxy J5 and the Samsung Galaxy J7 actually signal the Korean tech giant's response to the heavy hitters in the global mid-range handset currently dominated by Motorola, Sony, Xiaomi, among other players.
Although it is affordably priced just like the other mid-range smartphones including the Xiaomi Mi 4i, the Motorola Moto G 2nd Generation, the Sony Xperia E 4G, among several others, Samsung has evidently raised the bar in the market with the superb specifications and features of its Galaxy J series smartphones, notes NDTV Gadgets.
The mid-range smartphones both run on Android 5.1.1 Lollipop out of the box and both came out on its home market in South Korea followed by its biggest market in China, before making it to India in July and other Asian markets.
Just like the Samsung Galaxy S6 and the Samsung Galaxy S6 Edge, Samsung launched the Samsung Galaxy J7 and the Samsung Galaxy J5 to validate its reputation for simultaneously launching products that are almost similarly priced and carry almost the same features.
However, the Samsung Galaxy J7 is the more top-of-the-line variant between the two and reports have it that when it was launched in China in June and in India in July, it has stirred a storm in the midrange market segment.
The Galaxy J7 is larger than the Galaxy J5 with its 5.5-inch screen compared to the latter's 5-inch display screen. However, both have the same 720 x 1280-pixel resolution
In terms of power under the hood, the Galaxy J7 is powered by a Qualcomm Snapdragon 610 chipset while the Galaxy J5 features the slightly inferior Qualcomm Snapdragon 410 processor. The Snapdragon 610 is an octa-core processor while the Snapdragon 410 is only quad-core.
Page 1 of 21 2 »
"
"67",67,"Xiaomi Mi 4i vs Samsung Galaxy J7 : Comparison of Features and Specification
New Delhi,   Tue, 14 Jul 2015 NI Wire
Xiaomi Mi 4i is the smartphone from Xiaomi with 5.0 inches  screen and the resolution of the screen is 1080 x 1920 pixels pixels. Phone was announced in 2015, April.
Samsung Galaxy J7 is the smartphone from Samsung with 5.5 inches screen and the resolution of the screen is 720 x 1280 pixels pixels. Phone was announced in Exp. announcement 2015, Q2.
Here we are taking about comparison of the features and specification of the devices Xiaomi Mi 4i and Samsung Galaxy J7. Xiaomi Mi 4i device comes with Li-Ion 3120 mAh  battery. This phone is powered with Quad-core 1.7 GHz Cortex-A53 & quad-core 1.1 GHz Cortex-A53 processor which gives maximum performance. While Samsung Galaxy J7 device comes with Li-Ion 3000 mAh  battery. This device is powered with Octa-core 1.2 GHz processor which gives maximum performance.
Xiaomi Mi 4i phone comes with 16 GB, 2 GB RAM and it does not provide support for microSD card slot.
Samsung Galaxy J7 phone comes with 4/8 GB, 1.5 GB RAM and it provide support for microSD, up to 64 GB.
The primary camera of Xiaomi Mi 4i is 13 MP and the specification of the primary camera is Geo-tagging, touch focus, face/smile detection, panorama, HDR.
Xiaomi Mi 4i phone comes with a front camera and its specification is:  5 MP.
The primary camera of Samsung Galaxy J7 is 13 MP and the specification of the primary camera is Geo-tagging, touch focus, face detection.
Samsung Galaxy J7 phone comes with a front camera and its specification is:  5 MP.
Main Features comparison of the devices  Xiaomi Mi 4i and Samsung Galaxy J7.
Touch
Xiaomi Mi 4i provide the support for multi-touch and the screen comes with 1080 x 1920 pixels (Approximately 441 ppi pixel density) resolution.
Samsung Galaxy J7 provide the support for multi-touch and the screen comes with 720 x 1280 pixels (Approximately 267 ppi pixel density) resolution.
Battery
Battery of the Xiaomi Mi 4i is  Li-Ion 3120 mAh.
Battery of the Samsung Galaxy J7 is  Li-Ion 3000 mAh.
Display
Display size of the Xiaomi Mi 4i is 5.0 inches  and display resolution is 1080 x 1920 pixels pixels.
Display size of the Samsung Galaxy J7 is 5.5 inches and display resolution is 720 x 1280 pixels pixels.
OS
The mobile device Xiaomi Mi 4i  runs on Android OS, v5.0.2 (Lollipop). Whereas Samsung Galaxy J7  runs on Android OS, v5.1 (Lollipop).
Processor
Xiaomi Mi 4i is powered with Quad-core 1.7 GHz Cortex-A53 & quad-core 1.1 GHz Cortex-A53 processor. Whereas Samsung Galaxy J7 comes with Octa-core 1.2 GHz processor.
Storage
Xiaomi Mi 4i device comes with the 16 GB storage supported model(s).
Samsung Galaxy J7 device comes with the 4/8 GB storage supported model(s).
Camera
Xiaomi Mi 4i comes with Primary camera is of 13 MP and the second camera is of 5 MP.
Primary camera is of 13 MP and the second camera is of 5 MP in the device Samsung Galaxy J7.
"
